"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2388","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (2 przedmioty)","Wyk³ad: 60","6","Zaliczenie","0","C"
"2389","Zarz¹dzanie (stacjonarne I stopnia)","Kszta³towanie potencja³u kierownika projektu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2390","Zarz¹dzanie (stacjonarne I stopnia)","Projektowanie usprawnieñ organizacyjnych","Wyk³ad: 30","3","Zaliczenie","0","C"
"2391","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie bud¿etem projektu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2392","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie projektem zmiany","Wyk³ad: 30","3","Zaliczenie","0","C"
"2393","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie ryzykiem projektu","Wyk³ad: 15
                                                                                Æwiczenia: 15","4","Zaliczenie","1","C"
"2394","Zarz¹dzanie (stacjonarne I stopnia)","Suma","150","15","","",""
"2395","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"2396","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","120","","","",""
"2397","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Æwiczenia)","30","","","",""
"2398","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie przedsiêbiorstwami",NA,NA,NA,NA,NA
"2399","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2400","Zarz¹dzanie (stacjonarne I stopnia)","Przywództwo w organizacji","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Zaliczenie","1","C"
"2401","Zarz¹dzanie (stacjonarne I stopnia)","Strategie zarz¹dzania w warunkach niepewnoœci","Wyk³ad: 15
                                                                                Æwiczenia: 15","3","Zaliczenie","1","C"
"2402","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 90","9","Zaliczenie","0","C"
"2403","Zarz¹dzanie (stacjonarne I stopnia)","Ekologiczne aspekty w zarz¹dzaniu przedsiêbiorstwem","Wyk³ad: 30","3","Zaliczenie","0","C"
"2404","Zarz¹dzanie (stacjonarne I stopnia)","Komunikacja w organizacji","Wyk³ad: 30","3","Zaliczenie","0","C"
"2405","Zarz¹dzanie (stacjonarne I stopnia)","Kszta³towanie umiejêtnoœci kierowniczych","Wyk³ad: 30","3","Zaliczenie","0","C"
"2406","Zarz¹dzanie (stacjonarne I stopnia)","Podejmowanie dzia³alnoœci gospodarczej","Wyk³ad: 30","3","Zaliczenie","0","C"
"2407","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie ryzykiem w przedsiêbiorstwie","Wyk³ad: 30","3","Zaliczenie","0","C"
"2408","Zarz¹dzanie (stacjonarne I stopnia)","Suma","150","15","","",""
"2409","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","315","30","","",""
"2410","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","120","","","",""
"2411","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Æwiczenia)","30","","","",""
"2412","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2413","Zarz¹dzanie (stacjonarne I stopnia)","Seminarium dyplomowe","Æwiczenia: 30","9","Zaliczenie","1","C"
"2414","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ad do wyboru w jêzyku obcym","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2415","Zarz¹dzanie (stacjonarne I stopnia)","Correspondance commercial en français I","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2416","Zarz¹dzanie (stacjonarne I stopnia)","International business","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2417","Zarz¹dzanie (stacjonarne I stopnia)","Key account management","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2418","Zarz¹dzanie (stacjonarne I stopnia)","Korespondencja handlowa w biznesie miêdzynarodowym I - wyk³ad w jêzyku rosyjskim","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2419","Zarz¹dzanie (stacjonarne I stopnia)","Management techniques","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2420","Zarz¹dzanie (stacjonarne I stopnia)","Managing people in an organization","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2421","Zarz¹dzanie (stacjonarne I stopnia)","Organizational Behavior","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2422","Zarz¹dzanie (stacjonarne I stopnia)","Real estate market - investments and analysis","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2423","Zarz¹dzanie (stacjonarne I stopnia)","Services marketing","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2424","Zarz¹dzanie (stacjonarne I stopnia)","Unternehmensbesteuerung","Wyk³ad: 30","3","Zaliczenie","0","D(B)"
"2425","Zarz¹dzanie (stacjonarne I stopnia)","Suma","60","12","","",""
"2426","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Æwiczenia)","30","","","",""
"2427","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","30","","","",""
"2428","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Handel i marketing",NA,NA,NA,NA,NA
"2429","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2430","Zarz¹dzanie (stacjonarne I stopnia)","Merchandising","Wyk³ad: 30","3","Egzamin","1","C"
"2431","Zarz¹dzanie (stacjonarne I stopnia)","Negocjacje handlowe","Wyk³ad: 30","3","Zaliczenie","1","C"
"2432","Zarz¹dzanie (stacjonarne I stopnia)","Plan marketingowy","Wyk³ad: 30","3","Zaliczenie","1","C"
"2433","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 90","9","Zaliczenie","0","C"
"2434","Zarz¹dzanie (stacjonarne I stopnia)","Organizacja kampanii reklamowej","Wyk³ad: 30","3","Zaliczenie","0","C"
"2435","Zarz¹dzanie (stacjonarne I stopnia)","Prezentacje i wyst¹pienia publiczne","Wyk³ad: 30","3","Zaliczenie","0","C"
"2436","Zarz¹dzanie (stacjonarne I stopnia)","Psychologia w zarz¹dzaniu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2437","Zarz¹dzanie (stacjonarne I stopnia)","Techniki multimedialne w marketingu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2438","Zarz¹dzanie (stacjonarne I stopnia)","Tworzenie wartoœci dla klienta w e-biznesie","Wyk³ad: 30","3","Zaliczenie","0","C"
"2439","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie organizacjami us³ugowymi","Wyk³ad: 30","3","Zaliczenie","0","C"
"2440","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2441","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2442","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2443","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Komunikacja w biznesie",NA,NA,NA,NA,NA
"2444","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2445","Zarz¹dzanie (stacjonarne I stopnia)","Kampanie reklamowe","Wyk³ad: 30","3","Zaliczenie","1","C"
"2446","Zarz¹dzanie (stacjonarne I stopnia)","Podejmowanie decyzji przez nabywców","Wyk³ad: 30","3","Zaliczenie","1","C"
"2447","Zarz¹dzanie (stacjonarne I stopnia)","Techniki sprzeda¿y","Wyk³ad: 30","3","Egzamin","1","C"
"2448","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 90","9","Zaliczenie","0","C"
"2449","Zarz¹dzanie (stacjonarne I stopnia)","Design w marketingu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2450","Zarz¹dzanie (stacjonarne I stopnia)","Marketing na rynku Business to Business","Wyk³ad: 30","3","Zaliczenie","0","C"
"2451","Zarz¹dzanie (stacjonarne I stopnia)","Merchandising","Wyk³ad: 30","3","Zaliczenie","0","C"
"2452","Zarz¹dzanie (stacjonarne I stopnia)","Reklama w Internecie","Wyk³ad: 30","3","Zaliczenie","0","C"
"2453","Zarz¹dzanie (stacjonarne I stopnia)","Uwarunkowania kulturowe komunikacji w biznesie","Wyk³ad: 30","3","Zaliczenie","0","C"
"2454","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie mark¹","Wyk³ad: 30","3","Zaliczenie","0","C"
"2455","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2456","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2457","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2458","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Konsulting gospodarczy",NA,NA,NA,NA,NA
"2459","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2460","Zarz¹dzanie (stacjonarne I stopnia)","Analiza op³acalnoœci przedsiêwziêæ inwestycyjnych","Wyk³ad: 30","4","Egzamin","1","C"
"2461","Zarz¹dzanie (stacjonarne I stopnia)","Foresight strategiczny","Wyk³ad: 30","3","Zaliczenie","1","C"
"2462","Zarz¹dzanie (stacjonarne I stopnia)","Komunikacja biznesowa","Wyk³ad: 15","1","Zaliczenie","1","C"
"2463","Zarz¹dzanie (stacjonarne I stopnia)","Raportowanie zarz¹dcze","Wyk³ad: 15","1","Zaliczenie","1","C"
"2464","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 90","9","Zaliczenie","0","C"
"2465","Zarz¹dzanie (stacjonarne I stopnia)","Korporacyjne Business Intelligence","Wyk³ad: 30","3","Zaliczenie","0","C"
"2466","Zarz¹dzanie (stacjonarne I stopnia)","Metody wyceny przedsiêbiorstwa","Wyk³ad: 30","3","Zaliczenie","0","C"
"2467","Zarz¹dzanie (stacjonarne I stopnia)","Prawo gospodarcze","Wyk³ad: 30","3","Zaliczenie","0","C"
"2468","Zarz¹dzanie (stacjonarne I stopnia)","Spo³eczna odpowiedzialnoœæ przedsiêbiorstwa","Wyk³ad: 30","3","Zaliczenie","0","C"
"2469","Zarz¹dzanie (stacjonarne I stopnia)","Strategiczna Karta Wyników","Wyk³ad: 30","3","Zaliczenie","0","C"
"2470","Zarz¹dzanie (stacjonarne I stopnia)","Wywiad gospodarczy","Wyk³ad: 30","3","Zaliczenie","0","C"
"2471","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie rozwojem osobistym","Wyk³ad: 30","3","Zaliczenie","0","C"
"2472","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2473","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2474","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2475","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie inwestycjami i nieruchomoœciami",NA,NA,NA,NA,NA
"2476","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2477","Zarz¹dzanie (stacjonarne I stopnia)","Ekonomika wykonawstwa inwestycyjnego","Wyk³ad: 30","3","Zaliczenie","1","C"
"2478","Zarz¹dzanie (stacjonarne I stopnia)","Wycena nieruchomoœci","Wyk³ad: 30","3","Zaliczenie","1","C"
"2479","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (2 przedmioty)","Wyk³ad: 60","6","Zaliczenie","0","C"
"2480","Zarz¹dzanie (stacjonarne I stopnia)","Marketing w zarz¹dzaniu nieruchomoœciami","Wyk³ad: 30","3","Zaliczenie","0","C"
"2481","Zarz¹dzanie (stacjonarne I stopnia)","Partnerstwo publiczno - prywatne","Wyk³ad: 30","3","Zaliczenie","0","C"
"2482","Zarz¹dzanie (stacjonarne I stopnia)","Podmioty rynku nieruchomoœci","Wyk³ad: 30","3","Zaliczenie","0","C"
"2483","Zarz¹dzanie (stacjonarne I stopnia)","Przygotowanie inwest-planu","Wyk³ad: 30","3","Zaliczenie","0","C"
"2484","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie nieruchomoœciami dochodowymi","Wyk³ad: 30","3","Zaliczenie","1","C"
"2485","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie nieruchomoœciami mieszkaniowymi","Wyk³ad: 30","3","Egzamin","1","C"
"2486","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2487","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2488","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2489","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie projektami",NA,NA,NA,NA,NA
"2490","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2491","Zarz¹dzanie (stacjonarne I stopnia)","Analiza op³acalnoœci projektu","Wyk³ad: 15","1","Zaliczenie","1","C"
"2492","Zarz¹dzanie (stacjonarne I stopnia)","Biznes plan","Wyk³ad: 30","4","Egzamin","1","C"
"2493","Zarz¹dzanie (stacjonarne I stopnia)","Lider zespo³u projektowego","Wyk³ad: 30","3","Zaliczenie","1","C"
"2494","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (3 przedmioty)","Wyk³ad: 90","9","Zaliczenie","0","C"
"2495","Zarz¹dzanie (stacjonarne I stopnia)","Dojrza³oœæ projektowa organizacji","Wyk³ad: 30","3","Zaliczenie","0","C"
"2496","Zarz¹dzanie (stacjonarne I stopnia)","Prawne uwarunkowania zarz¹dzania projektem","Wyk³ad: 30","3","Zaliczenie","0","C"
"2497","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie konfliktem i kryzysem","Wyk³ad: 30","3","Zaliczenie","0","C"
"2498","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie projektem miêdzyorganizacyjnym","Wyk³ad: 30","3","Zaliczenie","0","C"
"2499","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie projektem personalnym","Wyk³ad: 30","3","Zaliczenie","0","C"
"2500","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie ró¿norodnoœci¹ kulturow¹","Wyk³ad: 30","3","Zaliczenie","0","C"
"2501","Zarz¹dzanie (stacjonarne I stopnia)","Zamkniêcie projektu","Wyk³ad: 15","1","Zaliczenie","1","C"
"2502","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2503","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2504","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2505","Zarz¹dzanie (stacjonarne I stopnia)","Specjalnoœæ: Zarz¹dzanie przedsiêbiorstwami",NA,NA,NA,NA,NA
"2506","Zarz¹dzanie (stacjonarne I stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2507","Zarz¹dzanie (stacjonarne I stopnia)","Metody i techniki motywacji","Wyk³ad: 15","1","Zaliczenie","1","C"
"2508","Zarz¹dzanie (stacjonarne I stopnia)","Wyk³ady specjalnoœciowe do wyboru (5 przedmiotów)","Wyk³ad: 150","15","Zaliczenie","0","C"
"2509","Zarz¹dzanie (stacjonarne I stopnia)","Controlling w zarz¹dzaniu przedsiêbiorstwem","Wyk³ad: 30","3","Zaliczenie","0","C"
"2510","Zarz¹dzanie (stacjonarne I stopnia)","Decyzyjne rachunki kosztów w przedsiêbiorstwie","Wyk³ad: 30","3","Zaliczenie","0","C"
"2511","Zarz¹dzanie (stacjonarne I stopnia)","Monitoring otoczenia przedsiêbiorstwa","Wyk³ad: 30","3","Zaliczenie","0","C"
"2512","Zarz¹dzanie (stacjonarne I stopnia)","Organizacja pracy kierowniczej","Wyk³ad: 30","3","Zaliczenie","0","C"
"2513","Zarz¹dzanie (stacjonarne I stopnia)","Prawo pracy","Wyk³ad: 30","3","Zaliczenie","0","C"
"2514","Zarz¹dzanie (stacjonarne I stopnia)","Sektor MSP w gospodarkach europejskich","Wyk³ad: 30","3","Zaliczenie","0","C"
"2515","Zarz¹dzanie (stacjonarne I stopnia)","Spo³eczna odpowiedzialnoœæ przedsiêbiorstwa","Wyk³ad: 30","3","Zaliczenie","0","C"
"2516","Zarz¹dzanie (stacjonarne I stopnia)","Strategie rozwoju przedsiêbiorstw handlowych","Wyk³ad: 30","3","Zaliczenie","0","C"
"2517","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie organizacjami us³ugowymi","Wyk³ad: 30","3","Zaliczenie","0","C"
"2518","Zarz¹dzanie (stacjonarne I stopnia)","Zarz¹dzanie przedsiêbiorstwem w warunkach upad³oœci","Wyk³ad: 30","3","Zaliczenie","0","C"
"2519","Zarz¹dzanie (stacjonarne I stopnia)","Zrównowa¿ony rozwój organizacji","Wyk³ad: 15","2","Egzamin","1","C"
"2520","Zarz¹dzanie (stacjonarne I stopnia)","Suma","180","18","","",""
"2521","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Kierunek
        + Specjalnoœæ)","240","30","","",""
"2522","Zarz¹dzanie (stacjonarne I stopnia)","Suma (Wyk³ad)","180","","","",""
"2523","Analityka danych ekonomicznych (stacjonarne II stopnia)","Analiza danych z R","Æwiczenia: 30","3","Zaliczenie","1","B"
"2524","Analityka danych ekonomicznych (stacjonarne II stopnia)","Badania fokusowe i wywiady pog³êbione","Æwiczenia: 30","3","Zaliczenie","1","B"
"2525","Analityka danych ekonomicznych (stacjonarne II stopnia)","Ekonomia sektora publicznego","Wyk³ad: 30","3","Egzamin","1","A"
"2526","Analityka danych ekonomicznych (stacjonarne II stopnia)","Etyka w badaniach naukowych","Wyk³ad: 15","2","Egzamin","1","A"
"2527","Analityka danych ekonomicznych (stacjonarne II stopnia)","Jêzyk angielski specjalistyczny","Æwiczenia: 30","2","Zaliczenie","1","B"
"2528","Analityka danych ekonomicznych (stacjonarne II stopnia)","Polityka gospodarcza","Wyk³ad: 15
                                                                                Æwiczenia: 30","3","Egzamin","1","A"
"2529","Analityka danych ekonomicznych (stacjonarne II stopnia)","Problemy krajów rozwijaj¹cych siê","Wyk³ad: 30","3","Egzamin","1","B"
"2530","Analityka danych ekonomicznych (stacjonarne II stopnia)","Statystyka stosowana","Æwiczenia: 30","3","Zaliczenie","1","B"
"2531","Analityka danych ekonomicznych (stacjonarne II stopnia)","Wprowadzenie do badañ jakoœciowych","Æwiczenia: 30","3","Zaliczenie","1","B"
"2532","Analityka danych ekonomicznych (stacjonarne II stopnia)","Wyst¹pienia publiczne","Æwiczenia: 15","2","Zaliczenie","1","A"
"2533","Analityka danych ekonomicznych (stacjonarne II stopnia)","Zarz¹dzanie zespo³em i komunikacja interpersonalna","Æwiczenia: 30","3","Zaliczenie","1","A"
"2534","Analityka danych ekonomicznych (stacjonarne II stopnia)","Suma","315","30","","",""
"2535","Analityka danych ekonomicznych (stacjonarne II stopnia)","Suma (Æwiczenia)","225","","","",""
"2536","Analityka danych ekonomicznych (stacjonarne II stopnia)","Suma (Wyk³ad)","90","","","",""
"2537","Analityka danych ekonomicznych (stacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"2538","Analityka danych ekonomicznych (stacjonarne II stopnia)","Analiza regresji","Æwiczenia: 30","3","Zaliczenie","1","B"
"2539","Analityka danych ekonomicznych (stacjonarne II stopnia)","Computer-assisted qualitative data analysis","Æwiczenia: 30","3","Zaliczenie","1","B"
"2540","Analityka danych ekonomicznych (stacjonarne II stopnia)","Historia myœli ekonomicznej","Wyk³ad: 30","3","Egzamin","1","A"
"2541","Analityka danych ekonomicznych (stacjonarne II stopnia)","Jêzyk angielski specjalistyczny","Æwiczenia: 30","2","Egzamin","1","B"
"2542","Analityka danych ekonomicznych (stacjonarne II stopnia)","Miêdzynarodowe stosunki gospodarcze","Wyk³ad: 30","3","Egzamin","1","A"
"2543","Analityka danych ekonomicznych (stacjonarne II stopnia)","Pracownia badawcza - metody iloœciowe","Æwiczenia: 30","3","Zaliczenie","1","C"
"2544","Analityka danych ekonomicznych (stacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 15","1","Zaliczenie","1","C"
"2545","Analityka danych ekonomicznych (stacjonarne II stopnia)","Studium przypadku i analiza dokumentów","Æwiczenia: 30","3","Zaliczenie","1","B"
"2546","Analityka danych ekonomicznych (stacjonarne II stopnia)","Techniki prezentacji i wizualizacja danych","Æwiczenia: 30","3","Zaliczenie","1","B"
"2547","Analityka danych ekonomicznych (stacjonarne II stopnia)","Wyk³ady do wyboru I","Wyk³ad: 60","6","Zaliczenie","0","A"
"2548","Analityka danych ekonomicznych (stacjonarne II stopnia)","Ekonomiczna analiza prawa","Wyk³ad: 30","3","Zaliczenie","0","A"
"2549","Analityka danych ekonomicznych (stacjonarne II stopnia)","Filozofia","Wyk³ad: 30","3","Zaliczenie","0","A"
