"","Forma_i_poziom","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","...5","X1","X2","X3","X4","X5"
"1327","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Kryzysy gospodarcze w dziejach","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1328","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Blok przedmiotów do wyboru II - Administracja publiczna i samorz¹dnoœæ","Suma godzin kontaktowych:
                    60","Zaliczenie z ocen¹","6","G",NA,NA,NA,NA,NA
"1329","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty",NA,NA,NA,NA,NA
"1330","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Samorz¹d gospodarczy i zawodowy w Polsce po 1990 r.","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1331","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Finanse publiczne","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1332","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Podstawy prawne funkcjonowania gospodarki od nacjonalizacji do ustawy Wilczka","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1333","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Przedmiot do wyboru z listy zewnêtrznej","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","G",NA,NA,NA,NA,NA
"1334","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera jeden z przedmiotów z listy","Student wybiera jeden z przedmiotów z listy","Student wybiera jeden z przedmiotów z listy","Student wybiera jeden z przedmiotów z listy","Student wybiera jeden z przedmiotów z listy",NA,NA,NA,NA,NA
"1335","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Zajêcia ogólnouniwersyteckie","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1336","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Seminarium licencjackie","Seminarium:
                    15","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"1337","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy",NA,NA,NA,NA,NA
"1338","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Seminarium licencjackie","Seminarium:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1339","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Jêzyk obcy B22","Lektorat:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"1340","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot",NA,NA,NA,NA,NA
"1341","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Jêzyk angielski B22","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1342","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Jêzyk niemiecki B22","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1343","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Jêzyk francuski B22","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1344","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Egzamin certyfikacyjny z jêzyka nowo¿ytnego","Certyfikat:
                    0","Egzamin","2","G",NA,NA,NA,NA,NA
"1345","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Egzamin certyfikacyjny - Jêzyk angielski","Certyfikat:
                    0","Egzamin","2","F",NA,NA,NA,NA,NA
"1346","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Egzamin certyfikacyjny - Jêzyk niemiecki","Certyfikat:
                    0","Egzamin","2","F",NA,NA,NA,NA,NA
"1347","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Egzamin certyfikacyjny - Jêzyk francuski","Certyfikat:
                    0","Egzamin","2","F",NA,NA,NA,NA,NA
"1348","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Suma","330","","30","",NA,NA,NA,NA,NA
"1349","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"1350","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Cywilizacja wspó³czesna (po 1990 r.)","Wyk³ad:
                    30                    
                                Æwiczenia:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1351","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Narracja historyczno-gospodarcza w przestrzeni publicznej","Warsztaty:
                    15","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"1352","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","E-gospodarka","Æwiczenia:
                    30","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"1353","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","G³owne nurty wspó³czesnej ekonomii","Wyk³ad:
                    30","Egzamin","3","O",NA,NA,NA,NA,NA
"1354","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Gospodarka postindustrialna - III rewolucja przemys³owa (informatyczna)","Wyk³ad:
                    30                    
                                Æwiczenia:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","5","O",NA,NA,NA,NA,NA
"1355","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Historia i wspó³czesnoœæ ubezpieczeñ spo³ecznych","Æwiczenia:
                    15","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1356","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Obywatel w œrodowisku instytucjonalnym i gospodarczym","Warsztaty:
                    15","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"1357","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Media i reklama w dziejach","Æwiczenia:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1358","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Blok przedmiotów do wyboru I - Historia gospodarcza","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","G",NA,NA,NA,NA,NA
"1359","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot","Student wybiera jeden przedmiot",NA,NA,NA,NA,NA
"1360","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Narodziny i rozwój procesów integracji europejskiej","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1361","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Przeobra¿enia spo³eczno-gosodarcze w Europie Wschodniej po 1991 r.","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1362","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Blok przedmiotów do wyboru II - Administracja publiczna i samorz¹dnoœæ","Suma godzin kontaktowych:
                    60","Zaliczenie z ocen¹","6","G",NA,NA,NA,NA,NA
"1363","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty","Student wybiera dwa przedmioty",NA,NA,NA,NA,NA
"1364","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Trzeci sektor i spo³eczeñstwo obywatelskie","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1365","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","E-administracja","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1366","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Zamówienia publiczne","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1367","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Seminarium licencjackie","Seminarium:
                    15","Zaliczenie z ocen¹","3","G",NA,NA,NA,NA,NA
"1368","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy","Student wybiera jedno seminarium z listy",NA,NA,NA,NA,NA
"1369","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Seminarium licencjackie","Seminarium:
                    15","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"1370","Gospodarka i ekonomia w dziejach (stacjonarne I stopnia)","Suma","330","","30","",NA,NA,NA,NA,NA
"1371","Liberal Arts and Sciences (stacjonarne I stopnia)","Tradycje Artes Liberales","Wyk³ad:
                    30","Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"1372","Liberal Arts and Sciences (stacjonarne I stopnia)","Wprowadzenie do badañ naukowych","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1373","Liberal Arts and Sciences (stacjonarne I stopnia)","Jêzyk polski jako jêzyk nauki","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1374","Liberal Arts and Sciences (stacjonarne I stopnia)","Teoria badañ naukowych","Æwiczenia:
                    30","Zaliczenie z ocen¹","5","O",NA,NA,NA,NA,NA
"1375","Liberal Arts and Sciences (stacjonarne I stopnia)","Wprowadzenie do humanistyki cyfrowej","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1376","Liberal Arts and Sciences (stacjonarne I stopnia)","English Communication Skills","Lektorat:
                    60","Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"1377","Liberal Arts and Sciences (stacjonarne I stopnia)","Jêzyk klasyczny (do wyboru)","Lektorat:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"1378","Liberal Arts and Sciences (stacjonarne I stopnia)","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki",NA,NA,NA,NA,NA
"1379","Liberal Arts and Sciences (stacjonarne I stopnia)","£acina staro¿ytna","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1380","Liberal Arts and Sciences (stacjonarne I stopnia)","Greka staro¿ytna","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1381","Liberal Arts and Sciences (stacjonarne I stopnia)","Historia œwiat³a","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1382","Liberal Arts and Sciences (stacjonarne I stopnia)","Cz³owiek w œwiecie dŸwiêków","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1383","Liberal Arts and Sciences (stacjonarne I stopnia)","Edukacja informacyjna i Ÿród³owa","Szkolenie:
                    5, w tym zajêcia zdalne:
                    Szkolenie asynchroniczne: 5","Zaliczenie","-","O",NA,NA,NA,NA,NA
"1384","Liberal Arts and Sciences (stacjonarne I stopnia)","Szkolenie bhp","Szkolenie bhp:
                    4, w tym zajêcia zdalne:
                    Szkolenie bhp asynchroniczne: 4","Zaliczenie","-","O",NA,NA,NA,NA,NA
"1385","Liberal Arts and Sciences (stacjonarne I stopnia)","Suma","309","","30","",NA,NA,NA,NA,NA
"1386","Liberal Arts and Sciences (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"1387","Liberal Arts and Sciences (stacjonarne I stopnia)","Historia nauki","Wyk³ad:
                    30","Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"1388","Liberal Arts and Sciences (stacjonarne I stopnia)","Filozofia nauki","Wyk³ad:
                    30","Egzamin","4","O",NA,NA,NA,NA,NA
"1389","Liberal Arts and Sciences (stacjonarne I stopnia)","Antropologiczne uwarunkowania rozwoju nauki","Æwiczenia:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1390","Liberal Arts and Sciences (stacjonarne I stopnia)","Wprowadzenie do badañ interdyscyplinarnych","Æwiczenia:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1391","Liberal Arts and Sciences (stacjonarne I stopnia)","Historia Europy i jej granic","Wyk³ad:
                    30","Egzamin","5","O",NA,NA,NA,NA,NA
"1392","Liberal Arts and Sciences (stacjonarne I stopnia)","Jêzyk klasyczny (do wyboru)","Lektorat:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"1393","Liberal Arts and Sciences (stacjonarne I stopnia)","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki",NA,NA,NA,NA,NA
"1394","Liberal Arts and Sciences (stacjonarne I stopnia)","£acina staro¿ytna","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1395","Liberal Arts and Sciences (stacjonarne I stopnia)","Greka staro¿ytna","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"1396","Liberal Arts and Sciences (stacjonarne I stopnia)","English Communication Skills","Lektorat:
                    30","Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"1397","Liberal Arts and Sciences (stacjonarne I stopnia)","Zastosowanie jêzyka angielskiego do badañ naukowych","Konwersatorium:
                    60","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1398","Liberal Arts and Sciences (stacjonarne I stopnia)","Biotechnologia","Æwiczenia:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1399","Liberal Arts and Sciences (stacjonarne I stopnia)","Suma","300","","28","",NA,NA,NA,NA,NA
"1400","Liberal Arts and Sciences (stacjonarne I stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"1401","Liberal Arts and Sciences (stacjonarne I stopnia)","Ekonomiczne uwarunkowania przemian cywilizacji","Wyk³ad:
                    30","Egzamin","4","O",NA,NA,NA,NA,NA
"1402","Liberal Arts and Sciences (stacjonarne I stopnia)","English Communication Skills","Lektorat:
                    60","Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"1403","Liberal Arts and Sciences (stacjonarne I stopnia)","Sztuka w dziejach cywilizacji europejskiej","Wyk³ad:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1404","Liberal Arts and Sciences (stacjonarne I stopnia)","Komunikacja interpersonalna","Konwersatorium:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"1405","Liberal Arts and Sciences (stacjonarne I stopnia)","Zastosowanie jêzyka angielskiego do badañ naukowych","Konwersatorium:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"1406","Liberal Arts and Sciences (stacjonarne I stopnia)","Jêzyk klasyczny (do wyboru)","Lektorat:
                    30","Zaliczenie z ocen¹","2","G",NA,NA,NA,NA,NA
"1407","Liberal Arts and Sciences (stacjonarne I stopnia)","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki","Student wybiera jeden przedmiot; w ci¹gu 2 pierwszych lat studiów nale¿y zrealizowaæ 60h ³aciny i 60h greki",NA,NA,NA,NA,NA
"1408","Liberal Arts and Sciences (stacjonarne I stopnia)","£acina staro¿ytna","Lektorat:
                    30","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
